group_id,order,x,y,z,line_count
1,44,384.62495294948025,-126.18903631856932,24.220233889027124,2
1,45,395.5124373983485,-113.233813626352,20.52474744961433,1
2,0,370.9933829071813,100.05136179043438,5.515640706643444,1
2,1,389.5410415287293,80.28728117335011,7.623866633490919,4
2,2,402.7360850718986,58.95313835175003,7.464065687982085,2
2,3,415.2901333426129,38.78346430348999,10.4909679024633,2
2,4,426.9240721333562,22.52945086729448,17.111599900472754,4
2,5,437.5142886051167,3.78383255427929,14.644359293356558,2
2,6,448.60236026473234,-13.410534203608671,10.315401841254046,4
2,7,462.9785334421412,-20.472947739326084,6.085334660363275,1
2,8,456.0468987071311,-32.19311693563601,8.707360039810899,3
2,9,446.0804791997925,-46.29477406427186,10.592007962179649,1
3,0,433.0864408818018,-64.76981760744626,11.926310027369992,3
3,1,422.2626140592103,-80.14928513666526,12.683035580990298,2
3,2,404.5472818870264,-99.4669263409416,11.526449365513807,1
10,0,290.82661557259485,337.6487506491163,4.935914406568799,2
10,1,288.18684489609484,325.4473612590191,7.757153520776313,2
10,2,300.57480790888263,319.1283731647243,10.784772331425728,1
10,3,293.1488378334213,308.6383298128487,7.922687235630755,2
10,4,291.45744719681267,288.09181277517024,8.000079621796468,4
10,5,290.8599456086749,260.37828069822916,8.278118935058473,5
10,6,296.09401809803563,240.4498413940899,5.548604130380692,1
10,7,307.1241464767803,225.4998336029306,8.459417765613336,4
10,8,324.6789693339278,185.4330144225426,7.495595919382932,5
10,9,336.8636428261391,164.6979688568625,7.286349838268227,2
10,10,343.05707582611024,134.032049578008,7.368758397611346,5
10,11,366.8109141607694,107.85163050646138,7.237621298830555,2
10,12,381.1124950343807,101.14695610107736,5.736352326449365,1
11,0,-364.18908879097484,74.87988597308848,5.991460562328938,4
11,1,-376.988061182975,58.79460711157409,5.84957452102513,1
11,2,-377.8193420045418,43.662103585555975,5.497725802438418,2
11,3,-383.1154979510671,33.52891593180632,6.485911918387659,2
11,4,-398.65402548618766,23.679278818581412,7.962100024881812,1
11,5,-368.85536105646844,16.77746426879707,8.92807165961682,5
11,6,-324.26344056997715,2.854567836343249,4.055934312017915,1
11,7,-267.6397990056647,2.945048912072083,7.943468524508585,6
11,8,-227.11975449868734,-0.6679790535041183,2.860651903458572,1
11,9,-183.92862196435584,-30.058799038828173,6.672226922119931,4
11,10,-166.4232989203499,-45.68337201043528,5.085683005722816,2
11,11,-153.50341062447671,-51.17046750772558,2.51668574272207,1
11,12,-142.34963362938356,-61.80577359493779,7.401721821348595,6
11,13,-125.1635051931604,-67.14309199594308,4.564717591440657,2
11,14,-120.83399544380241,-77.9458736871481,5.03982085095795,2
11,15,-109.61924379642315,-87.65627861008308,4.907967156008957,3
11,16,-94.86051069042166,-94.9664888248466,5.529972630007465,2
11,17,-73.68007495774745,-111.75335104202726,5.413167454590695,5
11,18,-49.732668258254556,-136.64324761069076,3.179537198308037,1
11,19,-45.17906701662491,-145.2497355297592,5.608081612341379,2
11,20,-20.464066571686615,-164.1471602016966,5.370888280666833,4
11,21,13.916745593520227,-177.04087282937232,6.389171435680518,2
11,22,27.01204476679577,-182.60131963888688,6.995411793978603,2
11,23,46.20310021202937,-181.03571575948666,9.810201542672308,1
11,24,47.74502064530275,-191.33775365813807,8.85927842746952,2
11,25,81.20472344536627,-195.39740549977915,12.666553869121673,5
11,26,124.78248492958143,-195.49831760420093,14.217984573276937,3
11,27,137.33728461060105,-201.40357688880508,13.646857427220702,2
11,28,146.7037379963294,-195.06941612886078,17.467748196068673,1
11,29,165.0332983459715,-202.87765840808908,16.760467778054245,4
11,30,183.24428249320954,-203.52695976652217,17.145996516546408,2
11,31,207.37079237908813,-205.39050369018258,17.204757402338892,2
11,32,221.53999585022902,-205.9278538443532,12.675153023140084,2
11,33,235.14314664689306,-209.28474364146237,10.452271709380444,2
11,34,254.99296731201866,-203.92968975367236,13.820990296093555,2
11,35,281.7305357661225,-202.46488732980492,16.409335655635733,4
11,36,297.6120882630403,-195.48470889206544,14.040985319731275,2
11,37,316.7387362392973,-193.12822849921082,15.550136849962678,3
11,38,326.94493737237275,-181.5494872256574,13.17175416770341,1
11,39,334.16534821145115,-189.8951181286507,17.17179397860164,2
11,40,346.45816231104385,-183.33360732752493,18.18792734511073,2
11,41,353.44641157150096,-165.77630216854743,14.738949987559096,2
11,42,364.76362450188304,-154.21381152512757,18.049624284647923,2
11,43,376.0428309604746,-138.56588338494768,21.458472256780293,2
11,44,381.96595035979306,-124.54622139499696,24.220233889027124,2
11,45,393.2157679094971,-111.30370760362183,20.52474744961433,1
12,0,368.80581166914135,97.99842923467413,5.515640706643444,1
12,1,386.679537018632,78.07716409754684,7.623866633490919,4
12,2,399.20366220550216,56.76161266635323,7.464065687982085,2
12,3,411.4924043526086,36.261495057176084,10.4909679024633,2
12,4,422.8950493779545,19.97109174186659,17.111599900472754,4
12,5,433.4275166580258,1.318772548787337,14.644359293356558,2
12,6,445.45798081729737,-16.71143593668411,10.315401841254046,4
12,7,459.1139989268407,-22.00466870505221,6.085334660363275,1
12,8,453.02150221354805,-30.213268050826912,8.707360039810899,3
12,9,443.63058348629664,-44.56329752876967,10.592007962179649,1
13,0,430.6331146144884,-63.04320525196222,11.926310027369992,3
13,1,418.5555182041739,-77.10011470496227,12.683035580990298,2
13,2,402.33624678963866,-97.43928638322726,11.526449365513807,1
